R:, G:, B:
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
5, 5, 3
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
3, 3, 1
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 241, 17
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 241, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
149, 146, 17
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
207, 198, 14
255, 242, 16
255, 242, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
142, 136, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
249, 241, 17
253, 242, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
252, 239, 18
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
188, 184, 21
255, 241, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 244, 18
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 241, 19
255, 242, 16
255, 242, 16
255, 242, 16
252, 245, 12
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
24, 24, 6
254, 240, 18
255, 242, 16
255, 242, 16
253, 240, 12
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
251, 240, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
251, 240, 22
253, 240, 18
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
213, 201, 24
254, 240, 18
255, 242, 15
255, 242, 16
255, 242, 16
255, 241, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
138, 136, 16
251, 241, 21
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 241, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
35, 34, 4
254, 240, 18
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 241, 15
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 241, 18
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 241, 13
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
249, 235, 18
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 15
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 240, 17
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
252, 243, 16
9, 9, 1
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
193, 189, 26
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
97, 96, 21
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
203, 195, 27
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
166, 162, 27
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
252, 241, 20
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 14
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
253, 240, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
1, 1, 0
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 240, 14
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
88, 84, 11
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 240, 17
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
251, 239, 24
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
252, 241, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 239, 13
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
200, 192, 17
255, 241, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
253, 246, 13
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 240, 19
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 241, 12
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 241, 17
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 241, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 240, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 241, 17
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 13
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
5, 5, 1
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
35, 34, 3
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
253, 239, 26
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
205, 195, 26
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 240, 17
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
252, 242, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 241, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 15
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 239, 14
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 241, 16
4, 4, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 240, 18
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
213, 206, 15
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 242, 18
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 240, 18
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
253, 242, 21
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
194, 187, 23
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 241, 13
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
38, 36, 9
255, 242, 14
255, 242, 16
255, 242, 16
6, 5, 2
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
251, 240, 19
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
14, 13, 3
254, 241, 15
255, 242, 16
255, 242, 16
151, 147, 10
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
240, 233, 18
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
254, 241, 15
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
170, 167, 24
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
159, 153, 15
255, 242, 16
255, 242, 16
254, 240, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
243, 235, 26
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
8, 8, 1
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
15, 14, 2
255, 241, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 242, 16
0, 0, 0
0, 0, 0
254, 241, 16
255, 242, 16
255, 242, 16
254, 241, 16
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 241, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 242, 15
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
254, 241, 15
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 241, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
0, 0, 0
0, 0, 0
249, 236, 22
255, 242, 16
255, 242, 16
253, 241, 14
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 241, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
254, 241, 19
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
240, 230, 27
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
252, 244, 29
0, 0, 0
0, 0, 0
0, 0, 0
254, 241, 17
255, 242, 16
255, 242, 16
254, 240, 17
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
255, 242, 15
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
255, 242, 16
8, 8, 1
0, 0, 0
0, 0, 0
0, 0, 0
253, 238, 15
